assunto;relato
Tráfico de drogas/Armas;Queremos denunciar o Tráfico de drogas que vem acontecendo aqui na rua José Marques ,centro Queimados RJ pelo ex presidiário Natan que saiu a pouco da cadeia, o mesmo não respeita ninguém, está andando com uma motocicleta azul e em alta velocidade o mesmo vem jogando essa moto em cima de pessoas adultas e crianças,isso já vem acontecendo a duas semanas, e agora ele fica em frente ao colégio municipal professor Leopoldo machado abordando as crianças com uma arma na cintura.pedimos a colaboração das altoridades, o mesmo voltou a traficar
Tráfico de drogas/Armas;Traficantes expulsando várias famílias no morro dá caixa d'água, boca volta a funcionar na favelinha aldrovando pena esquina com Nonato Farias, depois que o sétimo infelizmente por sua sobrecarga foi combater em outros bairros, o povo de bem está a mercê desse flagelo que vem assolando Alcântara tanto quanto outros bairros de são Gonçalo, o rio de janeiro pede socorro, favor não facilitar a vida desses tralhas informando que é disk denuncia.
Tráfico de drogas/Armas;"Na comunidade da ""Caixa D'água"", também conhecida como morro da reunião localizado no bairro largo do tanque em Jacarepaguá tem acontecido todo sábado por volta das 23 horas bailes funks com venda de drogas pelo tráfico. Hoje está prevista a realização do baile. Alguns moradores cooperam com esta prática colocando barracas para a venda de bebidas e comidas. Ao longo desta semana a PM fez incursão na comunidade resultando na fulga dos marginais que já retornaram a comunidade. Esta comunidade abrange as principais ruas redutos dos criminosos: Almirante Melquiades de Souza; Rua Otávio Tarquino de Souza e Rua Arago. A venda de drogas tem acontecido principalmente na rua Almirante Melquiades de Souza próximo aos bares no final da rua onde os marginais ficam com mochilas e rádios para comunicação e na rua Arago. Geralmente quando tem incursão policial eles fogem adentrando a comunidade da caxanga ao final da rua almirante Melquiades de Souza; ou para a área de mata no final desta rua onde de fato tem uma imensa caixa d'água da cedae que abasteceâ  a região cuja rua existente nesta área dará na comunidade do bateau Mouche no ipase próximo da praça seca. Os marginais que ficam na rua Arago, na região medial da comunidade, pelo lado direito, fogem pela mata que dará na rua José Braga, uma rua de encontro a rua Virgínia Vidal no tanque. Outros fogem pela mata, no alto do morro da Caixa D'água em direção  ao ""morro do pendura saia"" também conhecido apenas como ""pendura"" cuja principal rua de acesso é a estrada da Covanca próximo do antigo Banerj. Também tem aqueles que pela mata no alto da comunidade na região onde se encontra as torres de alta tensão fogem pela mata em direção ao morro são José operário. Nesta semana após incursão policial os marginais colocaram barricadas nas principais ruas de acesso a região medial e alto do morro. Na rua Otavio Tarquino de Souza (uma rua de concreto) colocaram uma barra de ferro no meio da rua atrapalhando a subida de veículos e na rua Arago, na parte medial da comunidade (perto da padaria local) colocaram latÃµes e cimento dificultando a passagem. Lembrando que os moradores locais foram coagidos a andarem com o pisca alerta dos carros ligados para se identificarem como moradores. Reitero que a principal rota de fuga nesta área ocorre pela mata devido a facilidade de acesso na rua José Braga, morro do pendura e morro são José operário. A maioria dos marginais são adolescentes. Na área tem moto táxi que ficam alocados no Largo do tanque próximo ao antigo Detran e alguns deles têm relação com os traficantes locais e não se sabe até que ponto não contribuem com a distribuição das drogas para a venda no ""asfalto"". Geralmente os marginais ficam na rua almirante Melquiades de Souza como olheiros informando aos demais quanto a chegada de pessoas ""suspeitas"" na percepção deles ou policiais."
Tráfico de drogas/Armas;Olá gostaria de relatar uma grande concentração de pessoas que não moram na região localidade  na esquinas da rua Joaquim Nabuco com avenida Sarapuí no rodo próxima a creche renascer com o posto de saúde Jackson Martins eles vem fazendo do lugar enormes desordem com carro no som, muitas motos bebedeira com menores de idade e atitudes suspeitas de droga com grande fluxo . Essa região foi descrita como ponto certo toda semana fazendo tempo. Pedimos ajuda urgentemente socorro !!!!!
Tráfico de drogas/Armas;Avenida Jorge Julio Costa dos Santos, campo de futebol do guaraciaba, entre o condomínio Portal do Sol e Liber. Está acontecendo no momento um Baile Funk, música extremamente alta, parede de 15 metros de caixas de som. Luz sendo roubada diretamente do poste da Light, aparentemente ocorrendo grande consumo de drogas, odor de forte de  Maconha. Tudo isso a 100 metros de uma cabine da polícia. 
Tráfico de drogas/Armas;Rua Renato caramelo fechada para a festa do tráfico,pelo menos é o que aparece,já que tem carro de som e alguns usuários de drogas 
Tráfico de drogas/Armas;Quero relatar  sobre o baile funk no bairro Paraiso, cidade Sao Goncalo na regiao da UERJ FFP comeca no inicio da madrugada de quarta-feira e tem ido quase até de manha (das 23:00 até as 06 da manha). Desde o ano passado acontecia seguidamente semana apos semana atrapalhando o sono de todo mundo! Isso é um desrespeito, com quem trabalha/estuda cedo. Provavelmente é promovido pelos bandidos do morro do Feijao com ligacao com o Comando Vermelho. Os proprios bandidos divulgam a filiacao e desafiam a policia abertamente.
Tráfico de drogas/Armas;Baile  de bandidos na rua axeleia na entrada na favela do castelar .muitos bandidos armados. Nesse exato momento .fica na antiga arcelite na entrada de favela. Nesse exato momento o batalhao choque está aqui perto mais não sabe disso avisa eles pois todos os domingos tem esse baile.
Tráfico de drogas/Armas;"Suspeito é um Homem com Barba por fazer dono de uma vidraçaria em Itaipava, anda veículo peougeot preto sem documento placa LNU1250, circula entre correas e Itaipava em Petrópolis entre 7 e 8:3""0 da manhã e 17 e 19h. Passa por trás do parque municipal  as vezes pra furar a blitz. Circula em nogueira a noite. Favor Não mencionar denúncia, possível retaliação A droga não sei onde está, mas o carro com certeza está irregular. diz q não é pego Por que tem conchavos. "
Tráfico de drogas/Armas;Boa noite venho aqui denunciar a venda de cigarros de origem de contrabando, a venda acontece a luz do dia em uma banquinha de madeira, vende até mesmo para menores de idade.
Tráfico de drogas/Armas;Por favor polícia para rua maranga, venda de drogas número 557 da rua maranga e assalto no Local.
Tráfico de drogas/Armas;Um bar construído ilegalmente na beira do rio Quitungo virou ponto de trágico, apologia ao crime, uso de armas e drogas em qualquer horário do dia. Alem de tudo isso, somos obrigados a conviver com constantes brigas e músicas com apologia a pornografia, ao crime e as drogas. Todo final de semana acionamos 190 e nada acontece. Hoje dia 09/04 as 17:00 acontecru uma tentativa de homicídio onde desferiram 4 tiros no meio do pagode que esse bar organiza. Foi acionado o 190 e nenhuma viatura apareceu. O nome do bar é Martins e o proprietário é Allan Martins.
Tráfico de drogas/Armas;Acaba de acontecer agora um briga entre dois indivíduos que vende drogas e um deles acabou levando um tiro e ficando dentro da casa morto. Dentro de uma máquina de fliperama ar um pistola e drogas mais munição!! Peço urgência e ajuda por favor essa comunidade esta ficando horrível!
Tráfico de drogas/Armas;Solicito seja cobrado da 124 DP, Saquarema, investigação policial a fim de coibir a prática de tráfico ilícito de entorpecentes nos arredores da Praça do Canhão, no centro do município. Tenho a informação de que uma casa localizada bem no calçadão da vila, entre as pizzarias,   é um dos locais de venda e armazenamento de entorpecentes. Menores de idade têm sido vítimas de traficantes que vendem indiscriminadamente suas mercadorias para adolescentes que saem dali para se drogarem na antiga casa da pedra, bem próximo di local, que se tornou uma espécie de cracódromo. Há suspeita de proteção policial a tal prática, razão pela qual denunciar diretamente a Delegacia, sem a intermediação de alguma autoridade superior, não produz efeito. 
Tráfico de drogas/Armas;Sou moradora da Pavuna do condomínio Tom Jobim,venho relatar a situação caótica que traficantes estão nos submetendo,estamos cercados por eles que estão dominando o condomínio. A última ação deles  pra impedir que a polícia tenha fácil acesso, foi que neste fim de semana eles quebraram o asfalto , fizeram um buraco enorme e cercaram com pneus , deixando somente um caminho pra moto, esse buraco é na rua Luís Geraldo Dias e já estão falando que pretendem fazer outro igual antes da entrada do condomínio na rua Condorcet. Ninguém merece ficar subjugados a traficantes , somos trabalhadores que pagamos com sacrifício um financiamento de 20 anos pra derepente perdermos tudo pra esses bandidos que estão se achando os donos do lugar e nos afrontando . Peço SOCORRO em nome das famílias de bem que residem aqui. 
Tráfico de drogas/Armas;Queremos denunciar o Tráfico de drogas que vem acontecendo na rua José Marques centro queimados rj, pelo ex presiario Natan ,filho do sr Nelson, o mesmo saiu a pouco tempo da cadeia, e agora está andando com uma motocicleta azul  em alta velocidade pela rua, não respeita ninguém , principalmente em horário escolar, joga a moto em cima de todo mundo, e está traficando em frente ao colégio municipal professor Leopoldo machado, está tendo a ajuda de um menino de 14 anos de nome Juan  que estuda no mesmo colégio no período da tarde morador da José Marques n 156, sua mãe se chama Cristiane é atende como Tita, ela também é usuária.
Tráfico de drogas/Armas;Tráfico de droga e moto taxistas armados  no ponto de moto táxi na rua pereira da Silva em frente ao número 80. Todos os dias e o dia todo o Tráfico de drogas acontece. Todos na rua sabem e nada é feito pela polícia.
Tráfico de drogas/Armas;A praça em frente ao McDonalds, na orla da praia de São Francisco está tomada por elementos usando e vendendo drogas. Não existe qualquer policiamento no local. Os guardas municipais ficam em um contêiner fechado com ar condicionado, na praça ao lado - pista de skate e nada fazem, dormem e usam o telefone celular, aproveitando-se da comodidade do referido contêiner. Enquanto isso famílias e crianças são privadas desse espaço público de lazer.
Tráfico de drogas/Armas;Traficantes dá grota garganta e igrejinha de Niterói , refugiados na favela dá esperança na região oceÃ¢nica de Niterói , estão refugiados pela operação que teve hoje ! Fortemente a armados e com quantidade enorme de dinheiro
Tráfico de drogas/Armas;Boa tarde. Na semana passada fiz um relato sobre a violência na Vila Abraão na Ilha Grande, houve uma ação policial onde alguns traficantes foram presos ontem. Quero parabenizar esta ação. Porém não podemos deixar de realizar novas incursÃµes, pois hoje, tivemos mais ím fato lamentável, no qual uma turista foi agredida e roubado por um marginal que foi detido. Mas com certeza existem muitos ainda soltos e fazendo de nossas vidas um inferno. Ainda há tempo de ajudar nossa comunidade. Obrigado. Seguem as fotos da turista e do vagabundo.
Tráfico de drogas/Armas;Sítio com fluxo grande de distribuição de drogas do rio entreposto no rio vende de drogas na rua tráfico no local comtrabando de arma cigarros aparelhos eletrónicos cigarros melicianos jogo do bicho gatos de Internet e TV a cabo 
Tráfico de drogas/Armas;Gostaria de denunciar o trafico de drogas  em cordovil , rua antonio joao com oliveir melo, cordovil , e o 16ºbpm nao toma providências, toda sexta e domingo tem baile funk, e diversas ligacoes do batalhão  e nao obtivemos  resposta, ate 5 hrs da manha som alto, boca de fumo no local, ha relatos de moradores  que tem guarnição  pegando arrego.
Tráfico de drogas/Armas;Pelo menos 3 vezes por semana um homem está fumando maconha e as vezes traficando drogas ou recebendo alguma pequena encomenda na esquina da Rua Sorocaba com General Polidoro próximo ao número 800 da Rua Sorocaba
Tráfico de drogas/Armas;Vende drogas em Porto Real e Quatis. Costuma andar com drogas em seu carro, um Honda Civic preto, placa KVR-2653, escondidas dentro do painel (cÃ¢mbio de marchas ou porta luvas). Geralmente vai até o Rio de Janeiro buscar as drogas ou alguém traz as drogas para ele do Rio de Janeiro até Porto Real.
Tráfico de drogas/Armas;Casa da filismino de moura numero 9 , suspeitade venda de drogas com suspeitos de outros meios ilicitos.alg7mas pessoas  vindo para o bairro pesquisando o que os moradorrs possuem.
Tráfico de drogas/Armas;Tráfico de drogas em um prédio verde e em um bar quase em frente ao prédio o bar chama bar do li mais ou menos cinco traficantes e uma mulher ficam la
Tráfico de drogas/Armas;Boca volta a funcionar na favelinha no vila 3 esporadicamente durante o dia, é firme a noite no beco de cima na esquina dá aldrovando pena com Nonato Farias na rampa se vier no talento pela girão Barroso pega esse bosta de cobra
Tráfico de drogas/Armas;Tráfico no vila 3 coloca boca na esquina da Nonato Farias com a Manoel Ivo depois da barricada, se uma equipe vier pela girão Barroso e a outra subir a Manoel Ivo de viatura direto sendo que na Manoel Ivo não existe nenhum obstáculo para impedir a progressão de forma veloz, eles correrão direto para a equipe que virá pelo beco de cima saindo na aldrovando com Nonato Farias na extremidade oposta a da viatura
Tráfico de drogas/Armas;Venho denunciar o abuso dos traficantes q agora estão oprimido os moradores e no domingo matarão  um morador. Pesos intervençÃµes urgentes 
Tráfico de drogas/Armas;Venho denunciar o abuso dos traficantes q agora estão oprimido os moradores e no domingo matarão  um morador. Pesos intervençÃµes urgentes 
Tráfico de drogas/Armas;Aqui em meu bairro e na rua está ocorrendo Tráfico de drogas onde dois vizinhos menores de 21 anos estão comercializando e fazendo a rua im verdadeiro arsenal do tráfico, pois isto não acontecia em nossa comunidade e agora esta acontecendo e estão tds aqui mto amedrontados. Eles estão usando o Bar do avó já falecido para vender estas drogas, muitas motos com garotos esquisitos aparecem aqui e até caminhÃµes estranhos que parecem roubados. O bar do falecido Silvano é da mãe destes garotos e ela se chama Sandra. Os garotos, netos do Falecido, se chamam Sandro e Luciano. O bairro aqui Ã¨ Laranjal, subida da caixa dágua, na rua Jaguaré. Eles ficam na rua vigiando e usando drogas. A polícia precisa vir aqui urgente, pois s rua esta tomada por eles.
Tráfico de drogas/Armas;"Traficantes vendendo e anunciando ""pó de 10"" na rua como se fosse a coisa mais normal do mundo. O lucal fica atrás do ponto de ónibus, ao lado da Estátua da Liberdade e atrás da barraca de doce e de hamburguer. Viaturas passam pelo ponto de ónibus e nada acontece."
Tráfico de drogas/Armas;Aqui no Laranjal e principalmente em minha rua está acontecendo Tráfico de drogas o que está deixando a comunidade, a vizinhança muito amedrontada. Os dois garotos, cabeça deste tráfico, moram na rua e estão usando o Bar do falecido avó Silvano para vender drogas O bar é da mãe dos garotos, a mãe se chama Sandra, mas não póde fazer nada.A rua JAGUARé está tomada por vários deles que ficam vigiando e até ficam no sobrado de outras casa tomando conta de vizinhos e polícia, eles tomaram conta de um sobrado de um casal de idosos aqui na rua na quadra oposta ao bar no lote 31 o casal de idosos moram no lote 31 e não podem reagir, até o senhor idoso caiu e se machucou quando percebeu a ocupação deles na casa deles. Em frente ao Bar do Silvano aparecem caminhÃµes que parecem roubados, parece que é pra levar droga.A polícia precisa vir aqui disfarçado. Pois eles ficam na rua vigiando e usando drogas.Os garotos envolvidos se chamam SANDRO e LUCIANO. Eles tem um amigo deles que também mora aqui e se chama MAXWELL, apelido dele é BORãO. Borão mora no Lote 25 qdr 51.Eles estão transformando a rua num verdadeiro arsenal da droga e o pior é que foram criados aqui no local.Borão esconde drogas na rua e nos terrenos baldios. Borão é vigilante do Tráfico de drogas.
Tráfico de drogas/Armas;Bom dia a traficantes estão impedindo as pessoas de ir e vir,fazendo buracos na rua.com isso só se pode sair ou entrar pela comunidade do novo México.lembro vos que existem pessoas com doenças crónicas e um abrigo de idosos.impedindo visitas e um atendimento rápido caso algum idoso precise...
Tráfico de drogas/Armas;Tráfico no vila 3 coloca boca na nonato Farias esquina com Manoel Ivo, depois da barricada, normalmente ficam circulando entre a aldrovando e Manoel Ivo, circulando na nonato Farias onde a boca está ficando no fim da tarde a noitinha, durante o dia a boca funciona na rua rio Araguaia na direção da praça do fumacê localidade por eles denominada de Flamengo, inclusive o que está a frente da molecada é um menor de vulgo Paraíba, que participou do homicídio de um homem negro no mês de janeiro ou fevereiro que foi morto a pauladas e teve seu corpo jogado no Laranjal, esse homem morto foi confundido com um possível x9 como tinha problemas mentais nem pode se defender, Paraíba e mais 3 comparsas cometeram o homicídio, atualmente ele é o brabo da comunidade, estão na favelinha de dia mas não param 
Tráfico de drogas/Armas;Petropolis rj retiro vale dos esquilos a policia esta atras de uma menina chamada nathalia por trafico ela esta no  atilio marotti na casa da mae dela escondida .
Tráfico de drogas/Armas;Na praça  Afonso  pena na tijuca está  tendo todos os dias  tráfico  de drogas,  O dia inteiro e a noite  também:
Tráfico de drogas/Armas;Tráfico de drogas na rua das flores , na vila do Abraão.  Venda e consumo de drogas no bar kebab dá rua Santana ,na vila do Abraão. 
Tráfico de drogas/Armas;Moradores do bairro de Inhauma solicitam que seja feita uma averiguação embusca de drogas,furto de energia elétrica, hidráulica e comércio ilegal na favela do Casarão,que fica entre as ruas Dona Luisa e Engenho dá Rainha,no número 252.Chegaram a construir uma lombada imensa para dificultar a passagem dos moradores.  
Tráfico de drogas/Armas;Quero relatar  sobre o baile funk no bairro Paraiso, cidade Sao Goncalo na regiao da UERJ FFP comeca no inicio da madrugada de quarta-feira e tem ido quase até de manha (das 23:00 até as 06 da manha). Desde o ano passado acontecia seguidamente semana apos semana atrapalhando o sono de todo mundo! Isso é um desrespeito, com quem trabalha/estuda cedo. Provavelmente é promovido pelos bandidos do morro do Feijao com ligacao com o Comando Vermelho. Os proprios bandidos divulgam a filiacao e desafiam a policia abertamente.
Tráfico de drogas/Armas;Tráfico de drogas no bar dá Fabiana em nogueira e constantemente todos os dias  Traficante João Vitor esconde as drogas no treilhe que tem em frente ou na residência dá vizinha que mora atrás do bar na vila onde mora todos os dias tem comércio por parte dele ele de dia e outro indivíduo a noite ele já tem passagem por tráfico e tentativa de homicídio
Tráfico de drogas/Armas;Traficantes moram,estocam drogas e armas nas casas que estão nas fotos, a venda local é fraca porém levam daqui para a venda na praia e nas ruas próximas onde o comércio corre livremente. Elementos de bicicleta e de casaco mesmo no calor transitam. Um dos elementos é ladrão de carro, foto dele de fuzil.
Tráfico de drogas/Armas;Bandidos na praça seca passaram a reclamar da presença da polícia no local, é bom que a  polícia passe fogo neles é o que merecem 
Tráfico de drogas/Armas;Tráfico de drogas 
Tráfico de drogas/Armas;Jerente jeral da boca di fumo em itaborai bairro Nova cidade,ele tá possuindo muita arma muita drogas,moradores Tao com muita medo 
Tráfico de drogas/Armas;Traficantes circulam pelas ruas do bairro do Morro do Ponto,Santo Cristo, portando pistolas,metralhadoras e fuzilm
Tráfico de drogas/Armas;Atenção 16 batalhão, vagabundos expulsos da cidade alta, juntamente com os bandidos da rua da tinta, estão se armando para dar ataques nas patrulhas que rodam a área, a ordem é atacar as viaturas, inclusive os policiais que moram no bairro de cordovil, no pagode que acontece todos os domingos na rua antonio joao, esquina com oliveira melo, o trafico rola solto, inclusive com bandidos armados, tomem cuidado, pois eles não estão para brincadeira.
Tráfico de drogas/Armas;Traficantes fortemente armados se reúnem diariamente no encontro das ruas Conselheiro Leonardo,Barão  de Angra e Dr Piragibe.
Tráfico de drogas/Armas;Há algum tempo, relatei sobre um roubo de cargas de freezers da coca cola e fraldas que foram feitos em caminhão e trouxeram para um galpão enorme. Ineditamente, vocês mandaram responsáveis e recuperaram  os objetos, mas os policiais que vieram não fizeram nada com o responsável, conversaram e liberaram ele, não teve nenhum tipo de punição que fiquei sabendo. Agora, ele usa o galpão pra festas de baile funk onde vende bebidas, drogas e usam armas para intimidar as pessoas que moram na rua. Normalmente, são todos os sábados essas bagunças e sempre sai em briga por estarem drogados e armados. Não há respeito. Ainda tenho o código da denúncia anterior para vocês poderem assimilar o lugar e ver que é algo sério e não estou brincando. Vou mandar o código por foto. Peço, gentilmente, que ajudem. Obrigado. 
Tráfico de drogas/Armas;"Baile funk ocorrendo na travessa santos número 58. ""Uma casa de festa"". Som alto, musicas de apologia ao crime, venda de drogas e com pessoas armadas. No momento tiros foram disparados. "
Tráfico de drogas/Armas;"Um vídeo de Rodrigo Ferreira Fernandes, tráficante ""PERRO"" de são Gonçalo, da comunidade dá coruja.  Perto tem aproximadamente 1.90 de altura Aproximadamente uns 80kg"
Tráfico de drogas/Armas;Tráfico de drogas agora acontecendo na Rua do Senado Centro Rio de Janeiro próximo ao prédio da Petrobrás com baile funk muito alto e muito cheio de pessoas comprando e consumindo drogas. http://i0.statig.com.br/bancodeimagens/36/cy/a8/36cya8w7nkjadw8uzv7a5ejmd.jpg
Tráfico de drogas/Armas;...ja relatei para a UPP TUIUTI e a 17 DP e ao 4 BPMvrs vzs sobre esta assunto é até hoje nada foi feito sempre em dias úteis ocorre Tráfico de drogas na Praça PINTO PEIXOTO em SãO CRISTóVãO o local está virando uma BOCA DE FUMO a partir das 16:00hs vês estudantes usando drogas.
Tráfico de drogas/Armas;Venho relatar o descaso da polícia que recebe propina para deixar que um bar faça a maior bagunça da vizinhança com som alto que nenhum morador consegue ver uma TV em casa ou receber parentes, menores andando de motocicleta e fazendo manobras arriscadas e meio a moradores e muitos usando drogas no meio da rua. A viatura que sempre vem buscar a propina no local e um voyage numericá da placa e 2463. Horário que sempré acontece e sexta feira após as 22:00 horas e aos domingos após as 19:00.
Tráfico de drogas/Armas;Tráfico de drogas feito por adolescente na pequena barbearia
Tráfico de drogas/Armas;Hoje, dia 16/04 estará ocorrendo um baile que será realizado pela primeira vez na área de lazer no morro do pinto, localizado no bairro do Santo Cristo/Rj Centro da cidade. O baile está previsto para as 22:00, e eles já estão montando as caixas de som. No local já estaão presente traficantes fortemente armados, além de motos e carros roubados.
Tráfico de drogas/Armas;Hoje, dia 16/04 estará ocorrendo um baile que será realizado pela primeira vez na área de lazer no morro do pinto, localizado no bairro do Santo Cristo/Rj Centro da cidade. O baile está previsto para as 22:00, e eles já estão montando as caixas de som. No local já estaão presente traficantes fortemente armados, além de motos e carros roubados.
Tráfico de drogas/Armas;Traficantes localizados no Morro do pinto no bairro do Santo Cristo/Rj no local conhecido como King Kong, eles ficam na entrada desse local armados, no lugar têm até uma televisão e cadeiras que eles usam.
Tráfico de drogas/Armas;"Boa noite, informo-vós que na rua saturno CEP 26297228 esquina da Telemar, bairro Jardim Paraíso /Nova Iguaçu  Tráfico de drogas/ informações sobre o atentado a os policiais militares Av Abílio Augusto tavoras próximo  ao bairro Dom Bosco, base da Polícia/   suspeito pelo disparos conhecido como ""Nego"" Gerente do Tráfico de drogas. Encontras no local informado em um veículo Renault Sandeiro cor grafite. Espero colaborar."
Tráfico de drogas/Armas;Traficante pirogoso da ladeiras do tabajaras em copacabana(Carlos Henrique da Conceição) vulgo (rapadura) que está preso no complexo de jericino (presídio Vicente de Piragibe) continua as tuas atividades criminosa de dentro do cárcere usando as teses sociai onde se comunica pela mensagem do Facebook que acaba de mudar estalam outro com o nome do perfil (Jetulio Vargas) onde a foto e o cristo redentor quem símboliza o morro onde exerceu o poder por alguns anos o Serra Cora em cosme Velho. E as únicas fotos e de uma mao fazenda uma figa. estarei enviando junto a denúncia as fotos Porque sei ao receber a liberdade tentará me matar. 
Tráfico de drogas/Armas;O MENOR QUE ATENDE PELO PSEUDÔNIMO DE JOAO PEDRO MORADOR DA RUA MATHEUS BASTOS DE ALMEIDA NUMERO 33 CEP 26110323 ESTA TRAZENDO PARA ESTA RUA ATE ENTAO TRANQUILA, MELIANTES QUE TRAFICAM DROGAS PARA ESTA RUA, APESAR DE FICAR NO BAIRRO BOM PASTOE ESTA RUA FICA LOCALIZADA DENTRO NO CONJUNTO DE CASAS TERRA NOVA, OBSERVAÇãO ESTE LOCAL E TRANQUILO E NAO POSSUI LIGACAO COM O TRAFICO DE DROGAS DO GOGO DA EMA, POREM HA INDICIOS QUE ESTE ELEMENTO ESTA VINCULADO A MARGINAIS E PROVAVELMENTE SEMEIAM IMPLANTAR TRAFICO NESTW CONJUNTO DE CASAS, ISSO E UM ABSURDO, NO MORRO QUE FICA LOCALIZADO ATRÁS DO CONJUNTO DE CASAS, A RELATOS DE MORADORES QUE BANDIDOS ESTAO ACAMPANDO NO LOCAL, TODOS OS DIAS ANOITE ELES ESTENDEM LONAS NO LOCAL PARA PASSAREM A NOITE..
Tráfico de drogas/Armas;Obs..ratificando informações  sobre o veículo  Renault  Logan placa não identificada. Informação  passada anteriormente bairro Jardim paraiso/ Nova Iguaçu . Informo-vós que a guarnição veio a QTI  do qth os meliantes se escondem no entorno do local.
Tráfico de drogas/Armas;Bar situado na avenida Roberto Silveira, chamado bar do Eduardinho no bairro do Flamengo em Maricá, RJ Muitas pessoas usando drogas com motos trazendo drogas após as 11 h. Som muito alto, 
Tráfico de drogas/Armas;Quero relatar  sobre o baile funk no bairro Paraiso, cidade Sao Goncalo na regiao da UERJ FFP comeca no inicio da madrugada de quarta-feira e tem ido quase até de manha (das 23:00 até as 06 da manha). Desde o ano passado acontecia seguidamente semana apos semana atrapalhando o sono de todo mundo! Isso é um desrespeito, com quem trabalha/estuda cedo. Provavelmente é promovido pelos bandidos do morro do Feijao com ligacao com o Comando Vermelho. Os proprios bandidos divulgam a filiacao e desafiam a policia abertamente.
Tráfico de drogas/Armas;Boca de fumo retornando ao morro do pimba vários traficantes sendo solto e voltando a ativa 
Tráfico de drogas/Armas;"Bangu ,vila Kennedy; travessa paros! traficantes armados com som as alturas vendendo drogas e encomendando os que querem descanso pós dia trabalho cansativo!"
Tráfico de drogas/Armas;Baile funk drogar algazarra sem deixar os que trabalham dormir!
Tráfico de drogas/Armas;Traficantes circulam pelas ruas do bairro em carros e motos roubados,portando armas de grosso calibre e vendem drogas em diversos pontos.
Tráfico de drogas/Armas;Jovens traficando(ficam dura de o dia num bar e numa casa ambos de esquina na rua helio alecrim São pedro da aldeia mais eles escondemos drogas em um outro terreno que fica entre depois da casa
Tráfico de drogas/Armas;Bandidos estão armados e vendendo drogas em uma comunidade. Policiais da UPP ficam perto do local porém não fazem nada.
Tráfico de drogas/Armas;Domingo dia 16/04/2017 aconteceu mais hm pagofunk na rua Antonio João com Oliveira Melo organizado pelo bar Martins. Todo domingo acontece esse evento irregular, sem autorização da prefeitura, onde ha o consumo e venda de drogas, bebidas alcoólicas para menores de idade e ja foram vistos pessoas armadas também no local. Moradores não conseguem descansar devido ao som alto fazendo apologia a drogas até as 5 da manhã.
Tráfico de drogas/Armas;Rogério 157 chefe do tráfico da Rocinha se encontra no morro do 18 em água santa reunião e festa na quadra nesse momento 
Tráfico de drogas/Armas;Esse rapaz valmir tesch ja foi preso por trafico mas mesmo assim fica traficando em petropolis na comunidade do gulf ele e o sobrinho dele tiago tesvh
Tráfico de drogas/Armas;Trafico
Tráfico de drogas/Armas;Todos dias pertubaçao por causa do trafico nessa rua
Tráfico de drogas/Armas;Trafigo de drogas e roubos a celulares de pedestres
Tráfico de drogas/Armas;Bandidos fecharam final da rua Cuiabá na trindade. Colocaram barricadas de barris com cimento.  Os moradores não podem sair de casa, nenhum carro sai.  Eles também fecharam a Miracema. Estão protegendo a boca de fumo na rua três rios e no buraco quente.  A polícia tem como passar pela Cuiabá e pegar eles por trás, por isso fecharam. Bandidos armados a luz do dia.
Tráfico de drogas/Armas;"Bandidos ameaçado morados andando armados a luz do dia/Estão protegendo a boca de fumo no ""buraco quente"".. por favor ajude os moradores ..SOS"
Tráfico de drogas/Armas;Isso e em petropolis comunidade do gulf onde o valmir e o tiago atuam roubando motadores e yraficando o valmir ja tem passagem por trafico
Tráfico de drogas/Armas;Esse valmir mora no portao azul em frente ao ponto final do onibus comunidade do gulf e la que ele vende as dtogas e chegou hj
Tráfico de drogas/Armas;Apartir do dia 12/04/2017 por volta das 06:00horas, diversos traficantes com armas longas e curtas ficam traficando nas ruas da beira rio em Anchieta esquina com Arnaldo murinele, Ernesto Vieira.Rafael e seus compardas coagindo moradores com tiros, terror psicológico, revistas, torturas e até mesmo morte. Ficam também as cargas olheiros e radinhos na rua Galdieley esquina com travessa Idalina próximo ao colégio Zenóbio em Olinda. Nós ajudem e por favor não me identifiquem!
Tráfico de drogas/Armas;Boa noite.venho através desta em fazer uma denúncia do morador da vila próxima a minha residência. Pois lá vivem queimando folha de drogas e o mal cheiro vem a todo  vapor.e sempre pela noite. Nos fins de semana eh demais,pois aparecem várias pessoas,de bicicleta,moto,carro.e segundo moradores  ao redor ele mexe no relógio de casa para poder ficar escuro no local.e assim fica melhor para eles e impedindo a visualização de quem passa para poder ver. Fizemos um baixo assinado pra que as viaturas da polícia passe a cada dia.pois estou vendo que nada adiantou.ate presente momento n apareceu nada. Segundo vizinhos.assim está impossível conviver com a situação apresentada.peco a gentileza que passem uma vistoria no local e verifiquem isso o mais rápido possível.pois segundo moradores ele fica fora de si.e ameaça  moradores dizendo que vai matar e fazer besteira tipo assim. O mesmo vem aterrorizando todos do local 
Tráfico de drogas/Armas;Traficante bob do caju está com um jetta preto roubado é um cj6 preta na rua da união próximo ao mercado ribeiro ele acabo de matar dos caras lá no bastião e esta ameaçando todos que não cumprem suas ordem, até a UPP não faz ronda aqui no cajual na pista 
