Entity,Label
jovens,person
bairro,location
Policia,organization
Esposo,person
grupo,organization
jovens,person
bairro,location
moradores,person
amigo,person
bazar,location
vítima,person
assaltantes,person
suspeito,person
bazar,location
pessoa,person
Facebook,organization
Traficantes,person
moradores,person
região,location
Traficantes,person
favela,location
Pavuna,location
policiais,person
adeptos,person
região,location
polícia,organization
envolvido,person
rua,location
rua,location
Sítio,location
rio,location
rio,location
rua,location
local,location
ilícitos,person
YouTube,organization
Facebook,organization
Indivíduo,person
Av,organization
Deodoro,person
bandidos,person
mototaxista,person
Moises,person
bandidos,person
Honda,organization
polícia,organization
bandidos,person
centro,location
marechal,person
rio,location
clínica,location
família,person
estabelecimento,organization
bar,location
bar,location
pessoas,person
local,location
fornecedor,person
praça,location
DP,organization
Batalhão,organization
PM,organization
flanelinhas,person
vendedores,person
Rocinha,location
motoristas,person
moradores,person
autoridades,person
autoridades,person
sociedade,person
baixada,location
família,person
vila,location
casas,location
vizinho,person
família,person
vila,location
local,location
vila,location
pessoas,person
rua,location
família,person
moradores,person
vila,location
filha,person
família,person
rua,location
batalhão,organization
local,location
família,person
hotel,location
região,location
moradia,location
vizinho,person
bairro,location
Simão,person
Band,organization
PMs,person
quadra,location
cabine,location
PM,organization
rua,location
marginais,person
rua,location
moradores,person
residências,location
cabine,location
PM,organization
moradores,person
casa,location
bar,location
quintal,location
casa,location
PM,organization
cidade,location
filhos,person
pais,person
vizinho,person
Deus,person
população,person
Angra,location
autoridades,person
rua,location
bairro,location
Campinas,location
polícia,organization
favela,location
rua,location
farmácia,location
Oscar,person
ninguém,person
Sedex,organization
bairro,location
rua,location
Alameda,location
igreja,location
Deus,person
bandidos,person
mulher,person
morena,person
igreja,location
Deus,person
comunidade,person
autoridades,person
grupo,organization
traficantes,person
igreja,location
Deus,person
polícia,organization
Piloto,person
rua,location
garotos,person
Rony,person
amigos,person
dona,person
Roseli,person
vila,location
vila,location
casas,location
crianças,person
rua,location
garotada,person
vila,location
Roseli,person
casa,location
polícia,organization
mãe,person
filho,person
sobrinhos,person
vila,location
família,person
ilícitos,person
YouTube,organization
Facebook,organization
Indivíduo,person
Av,organization
rua,location
maconheiros,person
motoqueiros,person
praça,location
marginais,person
fábrica,location
adolescentes,person
Moradores,person
Vila,location
usuários,person
praça,location
Vila,location
casa,location
local,location
usuários,person
escola,organization
praça,location
local,location
morro,location
Solicito,person
esquina,location
nonato,person
Farias,person
favela,location
rainha,person
canal,organization
interior,location
rua,location
bandido,person
Jefferson,person
rua,location
vizinhança,person
unidos,organization
local,location
Comunidade,organization
facções,person
Local,location
condomínio,location
condomínio,location
síndico,person
calçada,location
residências,location
residências,location
residências,location
síndico,person
vizinho,person
condomínio,location
rua,location
bairro,location
Alcântara,location
meliantes,person
terreno,location
casal,person
advogados,person
Heloise,person
região,location
Copacabana,location
travestis,person
garotas,person
Heloise,person
condomínio,location
primo,person
miliciano,person
Prédio,location
rua,location
Boca,organization
olheiro,person
segurança,person
praça,location
moradores,person
meninos,person
chefe,person
rapaz,person
moradores,person
Gisele,person
Alexandre,person
morro,location
salgueiro,person
Rio,location
moradores,person
grupo,organization
rapaz,person
Bambinho,person
Rodrigo,person
irmão,person
Bambinho,person
menino,person
Caio,person
filho,person
Teleco,organization
bairro,location
Simão,person
rua,location
vagabundos,person
rua,location
outros,person
PM,organization
padaria,location
PMS,organization
ninguém,person
cara,person
rua,location
Freguesia,location
Jacarepaguá,location
rua,location
Honda,organization
rua,location
bandidos,person
rua,location
traficantes,person
traficantes,person
menores,person
olheiro,person
traficantes,person
moradores,person
Crianças,person
traficantes,person
Jacarepaguá,location
Gardênia,location
Freguesia,location
moradores,person
casas,location
ruas,location
menino,person
olheiro,person
esquinas,location
rua,location
rua,location
UPP,organization
traficantes,person
escadaria,location
moto-taxistas,person
Homens,person
meliantes,person
bandidos,person
Condomínios,location
morros,location
moradores,person
autoridades,person
local,location
chefe,person
garotos,person
casa,location
loja,organization
mulheres,person
loja,location
acompanhante,person
loja,location
loja,location
vizinhos,person
Individuo,person
indivíduo,person
Gmail,organization
morro,location
domicilio,location
alguém,person
vítima,person
rua,location
barão,person
menores,person
local,location
lugar,location
lugar,location
traficantes,person
morro,location
Moro,person
condomínio,location
casa,location
moradores,person
homens,person
rua,location
local,location
Davi,person
jovens,person
casa,location
homens,person
casa,location
indivíduos,person
local,location
pessoas,person
polícia,organization
bar,location
Ruan,person
vítima,person
bairro,location
moradores,person
candidatos,person
filhos,person
capeta,person
esquina,location
Flamengo,organization
rua,location
rua,location
Ubirajara,person
Flamengo,organization
Ubirajara,person
bar,location
Ruan,person
Gabriel,person
casa,location
pais,person
comunidade,location
moradores,person
comunidade,location
moradores,person
Deus,person
familiares,person
população,person
Traficante,person
Traficantes,person
vila,location
região,location
moradores,person
estado,location
policiais,person
rua,location
esquina,location
ADA,organization
dono,person
morro,location
vila,location
rivais,person
município,location
autoridades,person
territórios,location
Solicito,person
rua,location
Traficantes,person
jardim,location
comunidade,person
comunidade,person
vizinho,person
mãe,person
casa,location
mãe,person
Pessoas,person
vizinho,person
barraqueiros,person
passarela,location
cachorros,person
Local,location
moto-taxistas,person
Secretário,person
SEAP,organization
Secretaria,organization
ISAPS,person
SEAP,organization
colegas,person
Estado,location
SISPEN,organization
cadeia,location
subdiretor,person
SISPEN,organization
UP,organization
Diretor,person
UP,organization
UP,organization
presos,person
cadeia,location
subdiretor,person
Robson,person
presos,person
presos,person
Corregedoria,organization
cadeia,location
rua,location
viciados,person
rua,location
casa,location
rua,location
casa,location
Guim,person
dono,person
distribuidor,person
rua,location
rua,location
rua,location
trabalhadores,person
todos,person
olheiros,person
traficantes,person
casa,location
morro,location
Traficantes,person
casa,location
esposa,person
Prisma,organization
homens,person
outro,person
mulato,person
Rj,location
moradores,person
estrada,location
bandidos,person
moradores,person
estrada,location
condomínio,location
praça,location
local,location
praça,location
usuários,person
ninguém,person
ninguém,person
PM,organization
Moradores,person
ruas,location
ruas,location
condomínio,location
terraço,location
prédio,location
andar,location
terraço,location
igreja,location
bar,location
Saquarema,location
Moradores,person
morro,location
moradores,person
polícia,organization
moradores,person
bandidos,person
rua,location
polícia,organization
rua,location
rua,location
marginais,person
comandante,person
batalhão,organization
moradores,person
bandidos,person
favela,location
rua,location
morador,person
trabalhador,person
traficantes,person
favela,location
local,location
menores,person
dona,person
menores,person
local,location
baixada,location
castelinho,location
local,location
Alan,person
RJ,location
traficantes,person
traficantes,person
traficantes,person
senador,person
bairro,location
traficantes,person
bairro,location
bairro,location
pessoas,person
lideres,person
Erick,person
soldado,person
chefe,person
região,location
Recreio,location
autoridades,person
batalhão,organization
comunidades,location
governo,organization
traficantes,person
amigo,person
residência,location
bairro,location
Sinesp,organization
cidadão,person
rua,location
Natan,person
cadeia,location
ninguém,person
pessoas,person
crianças,person
colégio,organization
professor,person
crianças,person
pessoa,person
pessoas,person
grupo,organization
local,location
usuarios,person
marginal,person
Neto,person
usuarios,person
policia,organization
local,location
casa,location
marginal,person
sobrinho,person
Familia,person
policia,organization
Pcerj,organization
DECOD,organization
ninguem,person
Crianças,person
Chincheiros,person
gente,person
Polícia,organization
ruas,location
familiar,person
comunidade,person
rua,location
rua,location
morro,location
Bandidos,person
morro,location
vizinhos,person
mulher,person
bar,location
usuários,person
adolescentes,person
prédios,location
condomínio,location
prédios,location
jovem,person
rio,location
outro,person
rio,location
menina,person
milicianos,person
lugar,location
amigos,person
comerciantes,person
Facebook,organization
condomínio,location
local,location
milicianos,person
polícia civil,organization
china,location
pm,person
gabriel,person
pm,person
todos,person
Traficante,person
rua,location
bar,location
proprietário,person
rua,location
rua,location
campo,location
casa,location
chefes,person
irmãos,person
Ronald,person
Ranckisiley,person
Jóca,person
dragão,person
ilícitos,person
YouTube,organization
Facebook,organization
Indivíduo,person
Av,organization
bandidos,person
CENTRO,location
RJ,location
marginais,person
local,location
Traficantes,person
ilícitos,person
YouTube,organization
Facebook,organization
Indivíduo,person
Av,organization
morro,location
bairro,location
Belford,location
TCP,organization
esquina,location
rua,location
rua,location
Alfredo,person
ruas,location
olheiro,person
ruas,location
Alfredo,person
Almerio,person
bandidos,person
policiais,person
GAT,organization
Dimas,person
contador,person
quadrilha,person
traficante,person
rua,location
casa,location
periquito,person
Ere,person
rua,location
periquito,person
foragido,person
moradores,person
bandidos,person
ruas,location
Alfredo,person
Antônio,person
polícia,organization
POLICIAIS,person
POLICIAIS,person
G1,organization
polícia,organization
Rio,location
baixada,location
jovens,person
favela,location
Pavuna,location
autores,person
Jonas,person
Neguinho,person
Tela,person
Google,organization
jornal,organization
indivíduos,person
comunidades,person
baixada,location
Pavuna,location
favela,location
familiares,person
Jonas,person
comunidades,location
Neguinho,person
Tela,person
comunidades,location
baixada,location
Chatuba,location
favela,location
familiares,person
coleguinhas,person
whatsapp,organization
traficantes,person
residência,location
Saracuruna,location
Caxias,location
casa,location
comunidade,person
Caxias,location
favela,location
rua,location
bairro,location
jardim,location
local,location
jardim,location
associacao,organization
moradores,person
rua,location
local,location
gente,person
rio,location
TJ,organization
comunidades,person
morro,location
Brasilia,location
rua,location
Nilópolis,location
rua,location
jovens,person
morro,location
praça,location
QG,organization
morro,location
rua,location
indivíduo,person
comunicadores,person
outros,person
esquina,location
ruas,location
moradores,person
rua,location
Cavalcanti,location
moradores,person
ilícitos,person
YouTube,organization
Facebook,organization
Indivíduo,person
Av,organization
Homens,person
Moro,person
família,person
rua,location
Moro,person
rua,location
meninas,person
Grupo,organization
rua,location
Alcântara,location
MERCK,organization
PM,person
central,location
rapaz,person
passageiro,person
facebook,organization
Algazzaras,person
estrada,location
rua,location
rua,location
bar,location
molejao,person
ruas,location
polícia,organization
miliantes,person
local,location
ruas,location
bairro,location
Homens,person
sobrinho,person
Rafael,person
sobrinho,person
dono,person
região,location
rua,location
sobrinho,person
cabeleireiro,person
Traficantes,person
local,location
indivíduos,person
local,location
Bandidos,person
avenida,location
cidade,location
cedae,organization
loja,organization
área,location
loja,organization
pedestres,person
local,location
local,location
prefeitura,organization
subprefeitura,organization
morro,location
bairro,location
criminosos,person
área,location
morro,location
indivíduos,person
moradores,person
Tuiuti,organization
facção,organization
outros,person
vila,location
comunidade,person
criminosos,person
policiais,person
Pessoa,person
banco,organization
Itaú,organization
rua,location
Flamengo,organization
pessoas,person
guarita,location
Itaú,organization
senhor,person
indivíduo,person
Jacarepaguá,location
deus,person
rio,location
traficante,person
outros,person
Uber,organization
traficante,person
Bob,person
morro,location
meninas,person
morador,person
pessoas,person
crianças,person
área,location
rua,location
tia,person
casa,location
dono,person
vizinha,person
área,location
rua,location
rua,location
crianças,person
local,location
imóvel,location
vizinhos,person
traficantes,person
rua,location
casa,location
moradores,person
esquinas,location
quadra,location
setor,organization
batalhão,organization
local,location
rua,location
rua,location
local,location
bairro,location
praça,location
moradores,person
comerciantes,person
polícia,organization
morro,location
redutos,location
classe,person
bairro,location
Jacarepaguá,location
marginais,person
vilas,person
rua,location
barão,person
maranga,person
baronesa,person
QG,organization
morro,location
homem,person
policial,person
largo,location
Guedes,person
policial,person
morro,location
igrejinha,location
jardim,location
morro,location
bandido,person
Mara,person
autoridades,person
policia,organization
pm,person
secretário,person
gente,person
pessoas,person
Traficantes,person
moradores,person
usuários,person
traficantes,person
policial,person
comunidade,location
famíliares,person
integrantes,person
localidade,location
integrantes,person
sobrinho,person
ilícitos,person
YouTube,organization
Facebook,organization
Indivíduo,person
Av,organization
traficante,person
rua,location
bar,location
Luiz,person
Luiz,person
bar,location
traficante,person
associação,organization
moradores,person
lugar,location
responsável,person
Wilian,person
associação,organization
moradores,person
parque,location
rua,location
igreja,location
dono,person
local,location
casa,location
casa,location
rua,location
bares,location
andar,location
casa,location
comunidade,person
policiais,person
UPP,organization
vila,location
traficante,person
cadeia,location
traficante,person
morro,location
Ipanema,location
vendedor,person
Guthierre,person
companheira,person
pessoas,person
praia,location
Arpoador,location
Adriana,person
traficante,person
presídio,location
escola,organization
família,person
loja,organization
criança,person
casa,location
MORADOR,person
RUA,location
RUA,location
RUA,location
RUA,location
LOCAL,location
CASAS,location
CASAS,location
MORADORES,person
BANDIDOS,person
LOCAL,location
LOCAL,location
rua,location
rua,location
Policia,organization
policiais,person
entorno,location
mulher,person
mulher,person
policiais,person
homicidas,person
rapaz,person
Jordão,person
mulher,person
povo,person
Suzuki,organization
HOMENS,person
MORADORES,person
RUA,location
rua,location
Belford,location
olheiro,person
rua,location
ninguém,person
comunidades,person
rio,location
local,location
gente,person
indifidos,person
rua,location
rua,location
moradores,person
casa,location
rua,location
comunidade,person
rapaz,person
responsável,person
traficantes,person
Catumbi,location
pessoas,person
calçada,location
morador,person
estacionamento,location
prédio,location
pessoas,person
militar,person
justiça,organization
terceiros,person
Bandidos,person
ruas,location
bairro,location
polícia,organization
ruas,location
rua,location
esquina,location
Toyota,organization
Michael,person
morador,person
rua,location
moradores,person
rua,location
ninguém,person
menina,person
sobrinha,person
favela,location
passarela,location
comunidade,person
passarela,location
ninguém,person
policia,organization
CA,organization
passarela,location
moradores,person
rua,location
Moro,person
vila,location
bairro,location
Flamengo,organization
vila,location
moradora,person
vila,location
casa,location
ambulantes,person
praça,location
ambulantes,person
praça,location
moradora,person
vila,location
moradora,person
filhos,person
vila,location
famílias,person
CEOP,organization
casa,location
Homem,person
jardim,location
rua,location
catador,person
traficantes,person
local,location
policia,organization
inocentes,person
Traficantes,person
rua,location
Traficantes,person
moradores,person
rua,location
moradores,person
casa,location
jovens,person
polícia,organization
local,location
Alguém,person
morro,location
polícia,organization
local,location
meninos,person
Bandidos,person
trabalhadores,person
rua,location
cidade,location
polícia,organization
rua,location
terreno,location
traficantes,person
terreno,location
rua,location
rua,location
local,location
casas,location
terreno,location
moradores,person
idosos,person
crianças,person
trabalhadores,person
local,location
rapaz,person
casa,location
tráficante,person
Shumachek,person
CEDAE,organization
rua,location
rua,location
gerente,person
rua,location
Catarina,location
polícias,organization
Catarina,location
Bandidos,person
comunidade,location
Policiais,person
UPP,organization
local,location
ilícitos,person
YouTube,organization
Facebook,organization
Indivíduo,person
Av,organization
Andrezinho,person
Polícia,organization
campo,location
Traficante,person
Fernando,person
rua,location
senador,person
localidade,location
mulher,person
meninos,person
estação,location
rua,location
Moradores,person
ruas,location
jovens,person
residência,location
bairro,location
lugares,location
bairro,location
rua,location
prédios,location
menores,person
moreno,person
casa,location
comunidade,location
residência,location
prédio,location
igreja,location
Deus,person
Polícia,organization
rua,location
gerente,person
local,location
Individuo,person
difamador,person
PM,organization
praça,location
morro,location
barão,person
vila,location
PM,organization
vila,location
calçadas,location
vila,location
Pessoas,person
local,location
ruas,location
traficantes,person
rua,location
rua,location
localidade,location
lugar,location
individuo,person
casa,location
indivíduo,person
Gmail,organization
casa,location
domicilio,location
alguém,person
vítima,person
outrem,person
casa,location
inquilino,person
denunciantes,person
domicílio,location
dono,person
soneka,person
rua,location
lanchonete,location
tropa,organization
soneka,person
policia,organization
casa,location
garagem,location
soneka,person
policia,organization
casa,location
vila,location
localidade,location
Pantanal,location
local,location
chefe,person
Bar,location
namorada,person
Kelly,person
casa,location
namorada,person
outro,person
banco,organization
sujeito,person
pessoas,person
traficantes,person
morro,location
morro,location
localidade,location
paraiso,location
outros,person
todos,person
Arsenal,location
Ampla,organization
supervisor,person
vila,location
bandidos,person
áreas,location
Chapadão,location
comunidade,person
Ema,person
grupo,organization
bandidos,person
sitio,location
traficante,person
area,location
banca,organization
sitio,location
rua,location
Polícial,organization
chefe,person
andar,location
Academia,organization
rua,location
Inquilino,person
ilícitos,person
YouTube,organization
Facebook,organization
Whatsapp,organization
pais,person
bandidos,person
rua,location
policia,organization
rua,location
rua,location
campo,location
cabeleireiro,person
campo,location
bandidos,person
meninas,person
autoridades,person
traficante,person
presídio,location
Bangu,location
Gutiérrez,person
Vascao,person
praia,location
Ipanema,location
mãe,person
filhos,person
praia,location
bandidos,person
esposa,person
amantes,person
Facebook,organization
Jetulio,person
amigos,person
homem,person
dono,person
rua,location
Raimundo,person
esposa,person
alguém,person
vizinho,person
loja,organization
condomínio,location
morador,person
garagem,location
mães,person
rua,location
Pintinho,person
moradores,person
moradores,person
Policiais,person
rua,location
estacionamento,location
Extra,organization
rua,location
homem,person
Jorge,person
bairro,location
Polícia,organization
casa,location
moradores,person
menores,person
Jorge,person
comunidade,person
cidade,location
menores,person
pessoas,person
moça,person
Dandara,person
rapaz,person
Luizinho,person
Fiat,organization
gerente,person
Armando,person
moreno,person
bar,location
morro,location
morro,location
bairro,location
Jacarepaguá,location
marginais,person
rua,location
comunidade,person
rua,location
policiais,person
região,location
marginais,person
ruas,location
comunidade,person
polícia,organization
marginais,person
ruas,location
almirante,person
rua,location
marginais,person
policiais,person
rua,location
morro,location
rua,location
comunidade,person
praça,location
policiais,person
comunidade,location
áreas,location
marginais,person
moradores,person
área,location
marginais,person
casas,location
moradores,person
moradores,person
moradores,person
comunidade,location
mototaxistas,person
Detran,organization
marginais,person
região,location
marginais,person
rua,location
rua,location
praça,location
PMs,person
PM,organization
policiais,person
DH,organization
Digão,person
Itaboraí,location
localidade,location
Monjolo,location
Cabuçu,location
cidade,location
município,location
Itaboraí,location
PJ,organization
bar,location
passarela,location
barra,location
facebook,organization
criança,person
facebook,organization
criança,person
ilícitos,person
YouTube,organization
Facebook,organization
Indivíduo,person
Av,organization
Rua,location
meninas,person
grupo,organization
pessoas,person
rua,location
moradores,person
trabalhadores,person
infratores,person
rua,location
lagoa,location
rua,location
pessoas,person
local,location
vizinhança,person
casa,location
mãe,person
rua,location
esquina,location
casa,location
mãe,person
indivíduos,person
esquina,location
moradores,person
mãe,person
sobrinha,person
igreja,location
igreja,location
moradores,person
casa,location
mãe,person
sobrinha,person
mãe,person
local,location
local,location
rua,location
bairro,location
traficantes,person
homens,person
policial,person
morro,location
jardim,location
bar,location
Mara,person
Dodô,person
praça,location
Loja,organization
Loja,organization
olheiro,person
rua,location
policiais,person
Eles,person
casarão,location
mulher,person
criança,person
rua,location
Riachuelo,location
barraca,location
rua,location
mulheres,person
Riachuelo,location
casa,location
policia,organization
casarão,location
gato,person
Moro,person
Maricá,location
rua,location
praia,location
suspeitos,person
casas,location
rua,location
ilícitos,person
YouTube,organization
Facebook,organization
Indivíduo,person
Av,organization
